Store,Dept,Date,Weekly_Sales,predicted_sales,prediction_error,absolute_error
2,58,2012-07-13,27125.0,18059.862824128686,9065.137175871314,9065.137175871314
2,58,2012-07-20,18185.0,25510.12870024326,-7325.128700243258,7325.128700243258
2,58,2012-07-27,16764.0,18384.21743799787,-1620.2174379978715,1620.2174379978715
2,58,2012-08-03,23620.0,17978.133894468312,5641.866105531688,5641.866105531688
2,58,2012-08-10,22745.0,23132.25397613067,-387.2539761306689,387.2539761306689
2,58,2012-08-17,33895.0,21970.75507991273,11924.244920087269,11924.244920087269
2,58,2012-08-24,20550.0,31957.346044988142,-11407.346044988142,11407.346044988142
2,58,2012-08-31,19490.0,21339.864226342335,-1849.8642263423353,1849.8642263423353
2,58,2012-09-07,22835.0,21067.442038413403,1767.5579615865972,1767.5579615865972
2,58,2012-09-14,15425.0,24725.786353402116,-9300.786353402116,9300.786353402116
2,58,2012-09-21,16070.0,15860.48091351768,209.51908648231984,209.51908648231984
2,58,2012-09-28,14055.0,16854.92477994437,-2799.924779944369,2799.924779944369
2,58,2012-10-05,41460.0,14666.703160371197,26793.296839628805,26793.296839628805
2,58,2012-10-12,23065.0,27246.728830169828,-4181.728830169828,4181.728830169828
2,58,2012-10-19,21485.0,22435.69450892791,-950.6945089279106,950.6945089279106
2,58,2012-10-26,25000.0,21928.92775483576,3071.0722451642396,3071.0722451642396
2,59,2012-06-01,266.14,340.50031206672065,-74.36031206672067,74.36031206672067
2,59,2012-06-08,405.43,320.80693591044695,84.62306408955305,84.62306408955305
2,59,2012-06-15,415.12,396.717920556028,18.402079443972013,18.402079443972013
2,59,2012-06-22,213.33,396.717920556028,-183.38792055602798,183.38792055602798
2,59,2012-06-29,268.39,261.5354924128812,6.854507587118803,6.854507587118803
2,59,2012-07-06,371.61,309.3953371592469,62.214662840753135,62.214662840753135
2,59,2012-07-13,241.21,380.0854664218183,-138.8754664218183,138.8754664218183
2,59,2012-07-20,316.44,300.4053180715102,16.034681928489817,16.034681928489817
2,59,2012-07-27,244.44,340.6222047756665,-96.18220477566649,96.18220477566649
2,59,2012-08-03,319.16,309.28606221399383,9.873937786006195,9.873937786006195
2,59,2012-08-10,202.48,360.1093769857774,-157.62937698577738,157.62937698577738
2,59,2012-08-17,478.67,245.13475630615469,233.53524369384533,233.53524369384533
2,59,2012-08-24,282.87,460.37955910474443,-177.50955910474443,177.50955910474443
2,59,2012-08-31,378.36,321.63189297910105,56.72810702089896,56.72810702089896
2,59,2012-09-07,531.2,376.33740276686206,154.862597233138,154.862597233138
2,59,2012-09-14,435.51,505.64841249598015,-70.13841249598016,70.13841249598016
2,59,2012-09-21,366.96,412.53315574590584,-45.573155745905865,45.573155745905865
2,59,2012-09-28,404.98,383.6782721578883,21.301727842111745,21.301727842111745
2,59,2012-10-05,350.03,396.717920556028,-46.68792055602802,46.68792055602802
2,59,2012-10-12,280.18,396.77317308721643,-116.59317308721643,116.59317308721643
2,59,2012-10-19,290.91,322.6242985977948,-31.714298597794766,31.714298597794766
2,59,2012-10-26,287.25,336.6834244464975,-49.4334244464975,49.4334244464975
2,60,2012-06-01,189.0,315.28342920676863,-126.28342920676863,126.28342920676863
2,60,2012-06-08,279.0,261.5354924128812,17.464507587118817,17.464507587118817
2,60,2012-06-15,360.0,299.62137052291376,60.378629477086236,60.378629477086236
2,60,2012-06-22,225.0,376.33740276686206,-151.33740276686206,151.33740276686206
2,60,2012-06-29,288.0,294.422328208392,-6.422328208392003,6.422328208392003
2,60,2012-07-06,297.0,322.16872353864613,-25.168723538646134,25.168723538646134
2,60,2012-07-13,234.0,326.63196987427415,-92.63196987427415,92.63196987427415
2,60,2012-07-20,261.0,294.16119618762946,-33.16119618762946,33.16119618762946
2,60,2012-07-27,333.0,282.77237624514936,50.22762375485064,50.22762375485064
2,60,2012-08-03,360.0,367.8860884468159,-7.886088446815904,7.886088446815904
2,60,2012-08-10,252.0,376.33740276686206,-124.33740276686206,124.33740276686206
2,60,2012-08-17,297.0,307.9653283183192,-10.965328318319223,10.965328318319223
2,60,2012-08-24,216.0,326.63196987427415,-110.63196987427415,110.63196987427415
2,60,2012-08-31,450.0,261.6227090030554,188.37729099694462,188.37729099694462
2,60,2012-09-07,252.0,420.7837022832313,-168.78370228323132,168.78370228323132
2,60,2012-09-14,270.0,317.0243772718489,-47.02437727184889,47.02437727184889
2,60,2012-09-21,396.0,309.3953371592469,86.60466284075312,86.60466284075312
2,60,2012-09-28,333.0,382.6072054490335,-49.60720544903347,49.60720544903347
2,60,2012-10-05,288.0,367.8860884468159,-79.8860884468159,79.8860884468159
2,60,2012-10-12,333.0,329.34255505547134,3.657444944528663,3.657444944528663
2,60,2012-10-19,396.0,371.6341521017721,24.365847898227912,24.365847898227912
2,60,2012-10-26,261.0,389.94807484005975,-128.94807484005975,128.94807484005975
2,67,2012-06-01,12908.53,13237.876334025523,-329.3463340255221,329.3463340255221
2,67,2012-06-08,12470.86,13466.599066473502,-995.7390664735012,995.7390664735012
2,67,2012-06-15,20209.73,13231.786667013317,6977.943332986682,6977.943332986682
2,67,2012-06-22,17326.32,19347.77197075885,-2021.4519707588515,2021.4519707588515
2,67,2012-06-29,9218.56,17798.449790866292,-8579.889790866293,8579.889790866293
2,67,2012-07-06,9595.38,9707.766972701253,-112.3869727012534,112.3869727012534
2,67,2012-07-13,8235.3,10050.625595086416,-1815.3255950864168,1815.3255950864168
2,67,2012-07-20,8829.22,8676.878938200061,152.34106179993796,152.34106179993796
2,67,2012-07-27,8059.27,9066.227462510347,-1006.9574625103469,1006.9574625103469
2,67,2012-08-03,9065.13,8693.492691405434,371.6373085945652,371.6373085945652
2,67,2012-08-10,9851.09,9156.326265390664,694.7637346093361,694.7637346093361
2,67,2012-08-17,9096.57,9649.975677175844,-553.4056771758442,553.4056771758442
2,67,2012-08-24,8949.5,9148.823515342523,-199.32351534252302,199.32351534252302
2,67,2012-08-31,8620.49,9211.79722391463,-591.3072239146295,591.3072239146295
2,67,2012-09-07,8658.59,9237.67550820872,-579.0855082087201,579.0855082087201
2,67,2012-09-14,9588.39,8924.081783024934,664.3082169750651,664.3082169750651
2,67,2012-09-21,9991.17,9288.084586903804,703.0854130961961,703.0854130961961
2,67,2012-09-28,9411.81,9538.025012045615,-126.21501204561537,126.21501204561537
2,67,2012-10-05,10454.23,9545.535073489084,908.694926510916,908.694926510916
2,67,2012-10-12,10034.89,10356.979775484837,-322.08977548483745,322.08977548483745
2,67,2012-10-19,10946.18,10168.15532906184,778.0246709381609,778.0246709381609
2,67,2012-10-26,10224.32,10680.238448356027,-455.9184483560275,455.9184483560275
2,71,2012-06-01,4829.09,3939.446210010943,889.643789989057,889.643789989057
2,71,2012-06-08,5568.05,4490.243900705862,1077.8060992941382,1077.8060992941382
2,71,2012-06-15,4275.71,5345.217987876517,-1069.5079878765173,1069.5079878765173
2,71,2012-06-22,4575.34,4418.847381895585,156.49261810441476,156.49261810441476
2,71,2012-06-29,5565.35,4560.14282097283,1005.2071790271702,1005.2071790271702
2,71,2012-07-06,5908.59,5361.790191367397,546.7998086326033,546.7998086326033
2,71,2012-07-13,5473.31,5624.441021511347,-151.13102151134626,151.13102151134626
2,71,2012-07-20,5340.45,5328.323492782734,12.126507217265498,12.126507217265498
2,71,2012-07-27,4652.83,5332.275319630327,-679.4453196303275,679.4453196303275
2,71,2012-08-03,4692.81,4985.294906013896,-292.48490601389585,292.48490601389585
2,71,2012-08-10,4532.84,4953.524926994557,-420.6849269945569,420.6849269945569
2,71,2012-08-17,5841.76,4915.69980986931,926.06019013069,926.06019013069
2,71,2012-08-24,6284.82,5641.899771506039,642.9202284939611,642.9202284939611
2,71,2012-08-31,4500.95,5933.634623758815,-1432.6846237588152,1432.6846237588152
2,71,2012-09-07,4933.72,5115.285485462061,-181.56548546206068,181.56548546206068
2,71,2012-09-14,4495.51,5175.498413660656,-679.9884136606561,679.9884136606561
2,71,2012-09-21,4787.86,4926.495766774187,-138.6357667741877,138.6357667741877
2,71,2012-09-28,3276.02,4999.235081462394,-1723.2150814623942,1723.2150814623942
2,71,2012-10-05,3951.15,3522.424290382407,428.7257096175931,428.7257096175931
2,71,2012-10-12,3294.4,4199.988028226317,-905.5880282263165,905.5880282263165
2,71,2012-10-19,5319.04,3522.424290382407,1796.615709617593,1796.615709617593
2,71,2012-10-26,3588.43,5021.702928464089,-1433.2729284640895,1433.2729284640895
2,72,2012-06-01,64079.0,55642.17499942143,8436.825000578567,8436.825000578567
2,72,2012-06-08,54548.55,58736.65654677689,-4188.106546776886,4188.106546776886
2,72,2012-06-15,64138.35,58433.84746248764,5704.502537512359,5704.502537512359
2,72,2012-06-22,61338.77,58160.46664634465,3178.3033536553485,3178.3033536553485
2,72,2012-06-29,60441.96,61756.80193749202,-1314.8419374920195,1314.8419374920195
2,72,2012-07-06,55079.04,59401.19837764286,-4322.15837764286,4322.15837764286
2,72,2012-07-13,55459.63,59550.611764159315,-4090.981764159318,4090.981764159318
2,72,2012-07-20,52381.35,58226.095742369485,-5844.745742369487,5844.745742369487
2,72,2012-07-27,56663.19,55186.40299111312,1476.7870088868804,1476.7870088868804
2,72,2012-08-03,67304.8,55515.94883880857,11788.851161191436,11788.851161191436
2,72,2012-08-10,55112.18,58653.383505563645,-3541.2035055636443,3541.2035055636443
2,72,2012-08-17,69411.27,57447.784678998854,11963.48532100115,11963.48532100115
2,72,2012-08-24,69892.49,64173.12977432845,5719.360225671553,5719.360225671553
2,72,2012-08-31,67488.9,66609.20273550878,879.6972644912166,879.6972644912166
2,72,2012-09-07,65524.14,69945.52607392946,-4421.386073929461,4421.386073929461
2,72,2012-09-14,68694.92,67876.39511708966,818.5248829103366,818.5248829103366
2,72,2012-09-21,82465.63,68761.26587481204,13704.36412518796,13704.36412518796
2,72,2012-09-28,70755.16,71789.48198397543,-1034.321983975431,1034.321983975431
2,72,2012-10-05,76706.02,71026.48881283669,5679.531187163317,5679.531187163317
2,72,2012-10-12,63842.47,75744.52306040244,-11902.053060402439,11902.053060402439
2,72,2012-10-19,52176.54,73314.55952188348,-21138.019521883478,21138.019521883478
2,72,2012-10-26,48941.21,63252.03390158871,-14310.823901588708,14310.823901588708
2,74,2012-06-01,17087.07,15738.11509468017,1348.9549053198298,1348.9549053198298
2,74,2012-06-08,18514.35,16973.193504666247,1541.156495333751,1541.156495333751
2,74,2012-06-15,15761.46,17883.58494110827,-2122.1249411082717,2122.1249411082717
2,74,2012-06-22,17099.01,16216.494798656388,882.5152013436109,882.5152013436109
2,74,2012-06-29,17712.4,17142.827144109197,569.5728558908049,569.5728558908049
2,74,2012-07-06,19015.99,17270.77892039307,1745.211079606932,1745.211079606932
2,74,2012-07-13,17943.11,18794.64020983586,-851.5302098358588,851.5302098358588
2,74,2012-07-20,16287.4,17954.084901467617,-1666.6849014676172,1666.6849014676172
2,74,2012-07-27,14982.53,17068.828044867587,-2086.298044867586,2086.298044867586
2,74,2012-08-03,20078.26,15627.477098498986,4450.782901501012,4450.782901501012
2,74,2012-08-10,15614.39,19347.77197075885,-3733.381970758852,3733.381970758852
2,74,2012-08-17,18755.56,16361.682803038044,2393.8771969619575,2393.8771969619575
2,74,2012-08-24,19316.35,18619.11315039873,697.2368496012677,697.2368496012677
2,74,2012-08-31,16024.67,19042.868260646374,-3018.1982606463735,3018.1982606463735
2,74,2012-09-07,16565.41,16761.31780696948,-195.9078069694806,195.9078069694806
2,74,2012-09-14,14724.8,17175.317244717342,-2450.5172447173427,2450.5172447173427
2,74,2012-09-21,15045.63,15478.65499975028,-433.0249997502815,433.0249997502815
2,74,2012-09-28,14635.77,15659.555673644738,-1023.7856736447375,1023.7856736447375
2,74,2012-10-05,16291.94,15427.893910791887,864.0460892081137,864.0460892081137
2,74,2012-10-12,13871.2,16505.34008094751,-2634.140080947509,2634.140080947509
2,74,2012-10-19,15467.96,14506.514291754227,961.445708245772,961.445708245772
2,74,2012-10-26,14547.62,15405.345634336276,-857.7256343362751,857.7256343362751
2,78,2012-07-27,6.0,34.28807095113371,-28.28807095113371,28.28807095113371
2,79,2012-06-01,31838.06,31802.90172878905,35.15827121095208,35.15827121095208
2,79,2012-06-08,37370.29,30457.281705800408,6913.008294199593,6913.008294199593
2,79,2012-06-15,30395.11,34870.99415012167,-4475.884150121667,4475.884150121667
2,79,2012-06-22,30513.36,31464.074716595835,-950.714716595834,950.714716595834
2,79,2012-06-29,28257.19,31792.546073667287,-3535.356073667288,3535.356073667288
2,79,2012-07-06,41393.92,31793.439547979993,9600.480452020005,9600.480452020005
2,79,2012-07-13,31446.54,37561.71143125836,-6115.171431258357,6115.171431258357
2,79,2012-07-20,29528.01,31960.60989890654,-2432.599898906541,2432.599898906541
2,79,2012-07-27,27759.34,30629.577797169153,-2870.237797169153,2870.237797169153
2,79,2012-08-03,39327.22,31811.078521647745,7516.141478352256,7516.141478352256
2,79,2012-08-10,32215.8,36608.23921883168,-4392.4392188316815,4392.4392188316815
2,79,2012-08-17,29314.82,32163.753780005307,-2848.933780005307,2848.933780005307
2,79,2012-08-24,28171.75,30297.61622420461,-2125.8662242046084,2125.8662242046084
2,79,2012-08-31,28546.4,31984.394389517256,-3437.9943895172546,3437.9943895172546
2,79,2012-09-07,40207.22,29390.940832767734,10816.279167232267,10816.279167232267
2,79,2012-09-14,28853.25,37224.204561394625,-8370.954561394625,8370.954561394625
2,79,2012-09-21,29511.22,30106.1439929111,-594.923992911099,594.923992911099
2,79,2012-09-28,28884.9,30430.274737031625,-1545.3747370316232,1545.3747370316232
2,79,2012-10-05,41127.05,31830.328228093,9296.721771907003,9296.721771907003
2,79,2012-10-12,33427.18,37365.05073230003,-3937.870732300027,3937.870732300027
2,79,2012-10-19,27411.78,33557.55509671716,-6145.77509671716,6145.77509671716
2,79,2012-10-26,28451.69,29721.59282068063,-1269.9028206806324,1269.9028206806324
2,80,2012-06-01,23634.51,26178.88274715253,-2544.372747152531,2544.372747152531
2,80,2012-06-08,28877.35,25211.302606257377,3666.0473937426214,3666.0473937426214
2,80,2012-06-15,26280.99,28201.57305547176,-1920.5830554717577,1920.5830554717577
2,80,2012-06-22,23619.58,26167.743699826355,-2548.163699826353,2548.163699826353
2,80,2012-06-29,23468.6,25107.106364435476,-1638.5063644354777,1638.5063644354777
2,80,2012-07-06,26505.37,24749.686427573848,1755.683572426151,1755.683572426151
2,80,2012-07-13,25531.06,25952.186698708316,-421.1266987083145,421.1266987083145
2,80,2012-07-20,26007.06,25540.684069552037,466.3759304479645,466.3759304479645
2,80,2012-07-27,25071.28,25719.956803767025,-648.6768037670263,648.6768037670263
2,80,2012-08-03,27257.94,25621.49540986284,1636.4445901371582,1636.4445901371582
2,80,2012-08-10,27147.01,27223.83525536404,-76.82525536404137,76.82525536404137
2,80,2012-08-17,25112.09,26457.622499881956,-1345.532499881956,1345.532499881956
2,80,2012-08-24,25033.85,25570.06505293756,-536.2150529375613,536.2150529375613
2,80,2012-08-31,25772.72,25921.726882951774,-149.00688295177315,149.00688295177315
2,80,2012-09-07,26895.99,25995.488501295815,900.5014987041868,900.5014987041868
2,80,2012-09-14,25811.35,26438.428105692652,-627.0781056926535,627.0781056926535
2,80,2012-09-21,23879.68,25981.475682941225,-2101.795682941225,2101.795682941225
2,80,2012-09-28,25346.01,25210.536004132122,135.4739958678765,135.4739958678765
2,80,2012-10-05,26186.92,25798.015642266564,388.90435773343415,388.90435773343415
2,80,2012-10-12,25051.81,25844.18335203423,-792.3733520342284,792.3733520342284
2,80,2012-10-19,27033.19,25497.268861595643,1535.9211384043556,1535.9211384043556
2,80,2012-10-26,25410.09,26404.866908523578,-994.7769085235777,994.7769085235777
2,81,2012-06-01,32817.87,34112.67387740847,-1294.8038774084707,1294.8038774084707
2,81,2012-06-08,34918.38,32922.57213316694,1995.8078668330563,1995.8078668330563
2,81,2012-06-15,33459.44,34159.638301720595,-700.198301720593,700.198301720593
2,81,2012-06-22,32013.87,33894.440704831875,-1880.5707048318764,1880.5707048318764
2,81,2012-06-29,31349.91,32740.57248047372,-1390.6624804737185,1390.6624804737185
2,81,2012-07-06,35561.91,33488.95480108367,2072.95519891633,2072.95519891633
2,81,2012-07-13,31547.36,34207.9184270139,-2660.5584270139007,2660.5584270139007
2,81,2012-07-20,31830.01,32002.951459753975,-172.94145975397623,172.94145975397623
2,81,2012-07-27,29985.61,32002.951459753975,-2017.341459753974,2017.341459753974
2,81,2012-08-03,31371.76,32419.791136133077,-1048.0311361330787,1048.0311361330787
2,81,2012-08-10,31641.63,31405.18522372465,236.44477627535161,236.44477627535161
2,81,2012-08-17,31002.52,31405.18522372465,-402.66522372464897,402.66522372464897
2,81,2012-08-24,28245.04,31182.333364640093,-2937.2933646400925,2937.2933646400925
2,81,2012-08-31,32208.81,29993.718479354975,2215.0915206450263,2215.0915206450263
2,81,2012-09-07,32033.91,31446.540092334177,587.3699076658231,587.3699076658231
2,81,2012-09-14,31338.3,31319.135353578076,19.164646421922953,19.164646421922953
2,81,2012-09-21,30042.62,31084.647260827795,-1042.0272608277955,1042.0272608277955
2,81,2012-09-28,28829.75,31485.57945462471,-2655.829454624709,2655.829454624709
2,81,2012-10-05,30915.34,30009.238843272662,906.1011567273381,906.1011567273381
2,81,2012-10-12,29980.69,30392.751028621853,-412.06102862185435,412.06102862185435
2,81,2012-10-19,29464.36,29583.511928785498,-119.15192878549715,119.15192878549715
2,81,2012-10-26,29040.96,29293.127691005804,-252.16769100580495,252.16769100580495
2,82,2012-06-01,25751.79,24252.170063622598,1499.619936377403,1499.619936377403
2,82,2012-06-08,26785.62,25340.653115708137,1444.9668842918618,1444.9668842918618
2,82,2012-06-15,26308.83,26135.407896902783,173.4221030972185,173.4221030972185
2,82,2012-06-22,26099.18,25461.27864464722,637.9013553527802,637.9013553527802
2,82,2012-06-29,23122.5,25971.959520660974,-2849.459520660974,2849.459520660974
2,82,2012-07-06,26059.11,24480.36140212353,1578.7485978764707,1578.7485978764707
2,82,2012-07-13,23164.18,25844.18335203423,-2680.0033520342295,2680.0033520342295
2,82,2012-07-20,23566.65,24434.15391261072,-867.5039126107185,867.5039126107185
2,82,2012-07-27,22765.9,24448.926101205594,-1683.0261012055926,1683.0261012055926
2,82,2012-08-03,27865.04,23877.399240318155,3987.6407596818462,3987.6407596818462
2,82,2012-08-10,24627.22,27737.865216057206,-3110.6452160572044,3110.6452160572044
2,82,2012-08-17,25570.45,24916.663682904767,653.7863170952332,653.7863170952332
2,82,2012-08-24,25070.06,25368.681078347443,-298.62107834744165,298.62107834744165
2,82,2012-08-31,26428.81,25796.5032986542,632.3067013458021,632.3067013458021
2,82,2012-09-07,26406.39,25805.913965126376,600.4760348736236,600.4760348736236
2,82,2012-09-14,24857.24,25969.80058511021,-1112.5605851102082,1112.5605851102082
2,82,2012-09-21,24128.29,25497.268861595643,-1368.9788615956422,1368.9788615956422
2,82,2012-09-28,22708.62,25252.49281655894,-2543.872816558942,2543.872816558942
2,82,2012-10-05,25024.86,24011.418842863677,1013.4411571363235,1013.4411571363235
2,82,2012-10-12,25030.16,25294.991118951737,-264.83111895173715,264.83111895173715
2,82,2012-10-19,24597.78,25294.991118951737,-697.2111189517382,697.2111189517382
2,82,2012-10-26,24997.37,25161.361077180736,-163.9910771807372,163.9910771807372
2,83,2012-06-01,5634.46,5793.243756403741,-158.78375640374088,158.78375640374088
2,83,2012-06-08,6382.66,5829.59722975103,553.0627702489701,553.0627702489701
2,83,2012-06-15,6467.4,6163.856504348642,303.54349565135726,303.54349565135726
2,83,2012-06-22,5925.69,6270.924733399148,-345.23473339914835,345.23473339914835
2,83,2012-06-29,5261.36,6128.121144927941,-866.7611449279411,866.7611449279411
2,83,2012-07-06,6350.28,5833.071302668387,517.2086973316127,517.2086973316127
2,83,2012-07-13,6533.97,6225.731959585115,308.2380404148853,308.2380404148853
2,83,2012-07-20,5676.02,6620.892971038772,-944.8729710387715,944.8729710387715
2,83,2012-07-27,6123.13,6033.558971435482,89.5710285645182,89.5710285645182
2,83,2012-08-03,6198.06,6214.9088234565,-16.848823456499304,16.848823456499304
2,83,2012-08-10,6759.73,6259.339585029187,500.39041497081234,500.39041497081234
2,83,2012-08-17,6685.8,6731.065670598123,-45.2656705981226,45.2656705981226
2,83,2012-08-24,4847.43,6738.257195436453,-1890.8271954364527,1890.8271954364527
2,83,2012-08-31,5421.32,5476.8174692337025,-55.49746923370276,55.49746923370276
2,83,2012-09-07,6007.51,6108.572931142881,-101.0629311428811,101.0629311428811
2,83,2012-09-14,5626.73,6088.733063170021,-462.00306317002105,462.00306317002105
2,83,2012-09-21,5052.04,5668.83448745648,-616.79448745648,616.79448745648
2,83,2012-09-28,4783.33,5409.328528478711,-625.9985284787108,625.9985284787108
2,83,2012-10-05,6315.92,5202.551359773146,1113.368640226854,1113.368640226854
2,83,2012-10-12,5962.23,5955.347547961366,6.882452038633346,6.882452038633346
2,83,2012-10-19,5900.1,5766.880179239015,133.21982076098539,133.21982076098539
2,83,2012-10-26,4489.72,6002.5475223948915,-1512.8275223948913,1512.8275223948913
2,85,2012-06-01,3428.96,3404.979317492592,23.98068250740789,23.98068250740789
2,85,2012-06-08,2495.47,3683.9917010431463,-1188.5217010431465,1188.5217010431465
2,85,2012-06-15,3280.17,2794.660452649951,485.50954735004916,485.50954735004916
2,85,2012-06-22,2973.66,3408.3826658205217,-434.7226658205218,434.7226658205218
2,85,2012-06-29,2707.16,3356.607550905721,-649.4475509057211,649.4475509057211
2,85,2012-07-06,2684.24,3030.52653942256,-346.28653942256005,346.28653942256005
2,85,2012-07-13,3323.16,2843.5389299632075,479.6210700367924,479.6210700367924
2,85,2012-07-20,3266.66,3112.2571265147326,154.40287348526726,154.40287348526726
2,85,2012-07-27,3083.3,3099.400846701865,-16.10084670186461,16.10084670186461
2,85,2012-08-03,2869.61,3119.9119449939685,-250.3019449939684,250.3019449939684
2,85,2012-08-10,3123.4,3064.9103646723097,58.489635327690394,58.489635327690394
2,85,2012-08-17,2878.22,3133.8573259182954,-255.63732591829557,255.63732591829557
2,85,2012-08-24,2931.07,3014.1306477695325,-83.06064776953235,83.06064776953235
2,85,2012-08-31,3133.17,3043.7389850368545,89.43101496314557,89.43101496314557
2,85,2012-09-07,3217.93,3110.8625476271914,107.06745237280848,107.06745237280848
2,85,2012-09-14,2604.3,3118.0463434440703,-513.7463434440701,513.7463434440701
2,85,2012-09-21,2399.12,2785.396906956388,-386.2769069563883,386.2769069563883
2,85,2012-09-28,2256.62,2755.384613900681,-498.76461390068107,498.76461390068107
2,85,2012-10-05,2269.27,2573.302884184574,-304.03288418457396,304.03288418457396
2,85,2012-10-12,2433.49,2520.6388788302697,-87.14887883026995,87.14887883026995
2,85,2012-10-19,2809.45,2576.758087747557,232.69191225244276,232.69191225244276
2,85,2012-10-26,3298.84,2772.771137973981,526.0688620260194,526.0688620260194
2,87,2012-06-01,24402.04,22878.338647007316,1523.7013529926844,1523.7013529926844
2,87,2012-06-08,26928.78,23628.072475768044,3300.707524231955,3300.707524231955
2,87,2012-06-15,21707.23,26086.393631704675,-4379.163631704676,4379.163631704676
2,87,2012-06-22,25173.56,22721.418053118883,2452.141946881118,2452.141946881118
2,87,2012-06-29,22833.11,24950.39058196672,-2117.280581966719,2117.280581966719
2,87,2012-07-06,22835.35,23833.04497456927,-997.6949745692727,997.6949745692727
2,87,2012-07-13,23667.74,23318.56205132578,349.1779486742198,349.1779486742198
2,87,2012-07-20,21443.18,23699.055757812366,-2255.875757812366,2255.875757812366
2,87,2012-07-27,21132.01,22547.31279690138,-1415.302796901382,1415.302796901382
2,87,2012-08-03,29204.26,22424.932593774054,6779.327406225944,6779.327406225944
2,87,2012-08-10,25037.85,28264.55788196082,-3226.7078819608214,3226.7078819608214
2,87,2012-08-17,25048.39,24827.07768200692,221.3123179930808,221.3123179930808
2,87,2012-08-24,21185.92,25029.35542465082,-3843.435424650823,3843.435424650823
2,87,2012-08-31,29442.85,22682.437421522693,6760.412578477306,6760.412578477306
2,87,2012-09-07,26493.9,28518.36503694715,-2024.4650369471492,2024.4650369471492
2,87,2012-09-14,22045.74,25813.391124253296,-3767.6511242532943,3767.6511242532943
2,87,2012-09-21,21220.28,23607.86137779385,-2387.581377793853,2387.581377793853
2,87,2012-09-28,21643.29,22358.892769300648,-715.6027693006472,715.6027693006472
2,87,2012-10-05,44671.99,23049.323868814845,21622.666131185153,21622.666131185153
2,87,2012-10-12,22248.39,34267.13651127034,-12018.746511270343,12018.746511270343
2,87,2012-10-19,21313.26,22638.576832126528,-1325.3168321265293,1325.3168321265293
2,87,2012-10-26,21623.54,22316.811798874292,-693.2717988742916,693.2717988742916
2,90,2012-06-01,95382.57,96440.98417306769,-1058.4141730676783,1058.4141730676783
2,90,2012-06-08,104478.55,96880.22032904395,7598.329670956053,7598.329670956053
2,90,2012-06-15,100684.85,98577.93800477152,2106.911995228482,2106.911995228482
2,90,2012-06-22,95967.37,96937.5662346581,-970.1962346580985,970.1962346580985
2,90,2012-06-29,94527.06,95906.69969158151,-1379.639691581513,1379.639691581513
2,90,2012-07-06,105466.28,98722.62261236472,6743.657387635278,6743.657387635278
2,90,2012-07-13,98850.8,99098.01491401032,-247.2149140103138,247.2149140103138
2,90,2012-07-20,97233.41,96634.57599718242,598.834002817588,598.834002817588
2,90,2012-07-27,94910.2,96272.26959216132,-1362.0695921613224,1362.0695921613224
2,90,2012-08-03,100980.78,98481.24763242276,2499.532367577238,2499.532367577238
2,90,2012-08-10,97053.99,97638.72611439948,-584.7361143994785,584.7361143994785
2,90,2012-08-17,101366.47,97232.57483306933,4133.89516693067,4133.89516693067
2,90,2012-08-24,94870.83,96575.259829637,-1704.4298296369961,1704.4298296369961
2,90,2012-08-31,100564.16,98231.04593606877,2333.114063931236,2333.114063931236
2,90,2012-09-07,104556.46,97491.5210340805,7064.9389659195,7064.9389659195
2,90,2012-09-14,102206.83,99687.1417905476,2519.6882094524044,2519.6882094524044
2,90,2012-09-21,96837.83,97306.36474578713,-468.53474578712485,468.53474578712485
2,90,2012-09-28,96590.03,101079.6349707482,-4489.604970748202,4489.604970748202
2,90,2012-10-05,107403.51,98696.40239407388,8707.10760592611,8707.10760592611
2,90,2012-10-12,105762.82,101632.8774637515,4129.942536248505,4129.942536248505
2,90,2012-10-19,102550.04,102828.98824315956,-278.94824315956794,278.94824315956794
2,90,2012-10-26,100544.64,102240.63479676012,-1695.9947967601183,1695.9947967601183
2,91,2012-06-01,74915.0,80611.37419300288,-5696.374193002877,5696.374193002877
2,91,2012-06-08,90993.68,79459.74123283416,11533.938767165833,11533.938767165833
2,91,2012-06-15,84362.43,82181.19757330087,2181.23242669912,2181.23242669912
2,91,2012-06-22,78681.03,81216.8855330847,-2535.855533084701,2535.855533084701
2,91,2012-06-29,77304.8,77956.16167106264,-651.3616710626375,651.3616710626375
2,91,2012-07-06,84456.48,81668.35729037094,2788.122709629053,2788.122709629053
2,91,2012-07-13,86798.08,82105.15223994422,4692.927760055783,4692.927760055783
2,91,2012-07-20,83396.37,80521.6120269469,2874.7579730530997,2874.7579730530997
2,91,2012-07-27,75838.74,79228.1993859612,-3389.4593859611923,3389.4593859611923
2,91,2012-08-03,84185.36,80099.09562158473,4086.264378415275,4086.264378415275
2,91,2012-08-10,88085.32,82181.19757330087,5904.122426699134,5904.122426699134
2,91,2012-08-17,87363.99,82478.17271774795,4885.817282252057,4885.817282252057
2,91,2012-08-24,76683.14,79544.6770195842,-2861.537019584197,2861.537019584197
2,91,2012-08-31,80808.8,81241.3870885301,-432.5870885300974,432.5870885300974
2,91,2012-09-07,83399.01,81994.46828405415,1404.5417159458448,1404.5417159458448
2,91,2012-09-14,81943.56,82037.701729566,-94.14172956600669,94.14172956600669
2,91,2012-09-21,78540.21,78062.51881041199,477.69118958801846,477.69118958801846
