person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,actual_loan_status,predicted_loan_status,default_probability,credit_risk_segment
24,18000,RENT,8.0,PERSONAL,B,6000,12.21,0.33,N,2,1,1,0.9921450087337026,High Risk
34,70000,MORTGAGE,5.0,VENTURE,C,4600,14.79,0.07,N,7,0,0,0.09022140518398232,Low Risk
23,52000,RENT,3.0,EDUCATION,B,7000,10.65,0.13,N,2,0,0,0.06898910188621847,Low Risk
22,66960,RENT,1.0,VENTURE,A,23400,7.49,0.35,N,2,1,1,0.9309921678776237,High Risk
43,72800,MORTGAGE,7.0,HOMEIMPROVEMENT,C,20000,12.84,0.27,Y,12,0,0,0.10372082453204341,Low Risk
34,287300,RENT,1.0,MEDICAL,C,15000,12.41,0.04,Y,8,1,0,0.0726349248866623,Low Risk
42,32000,RENT,5.0,VENTURE,B,10000,10.38,0.31,N,15,1,1,0.9425459448876653,High Risk
27,75288,MORTGAGE,12.0,MEDICAL,B,18050,10.0,0.24,N,10,0,0,0.07407454639860021,Low Risk
41,32004,RENT,2.0,HOMEIMPROVEMENT,D,1500,14.74,0.05,N,17,1,1,0.9599782052255272,High Risk
22,122000,MORTGAGE,6.0,MEDICAL,A,6000,6.92,0.05,N,2,0,0,0.029478619302620586,Low Risk
23,54996,MORTGAGE,7.0,PERSONAL,C,8000,14.35,0.15,N,4,0,0,0.12428548236567595,Low Risk
25,100000,MORTGAGE,9.0,PERSONAL,A,6000,8.9,0.06,N,3,0,0,0.026229928612880416,Low Risk
25,51996,RENT,6.0,MEDICAL,B,8000,10.37,0.15,N,2,0,0,0.08784812322827121,Low Risk
21,30000,RENT,0.0,DEBTCONSOLIDATION,D,13750,15.05,0.46,Y,4,1,1,0.9936264696805581,High Risk
27,25440,MORTGAGE,5.0,EDUCATION,D,1200,10.99,0.05,N,10,0,0,0.3222941647271408,Medium Risk
33,75000,RENT,4.0,HOMEIMPROVEMENT,A,10000,10.99,0.13,N,6,0,0,0.06195730345306841,Low Risk
26,90000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,5175,11.99,0.06,N,2,0,0,0.0491448171842963,Low Risk
23,92004,RENT,2.0,DEBTCONSOLIDATION,B,8000,11.49,0.09,N,4,0,0,0.06964863849640432,Low Risk
30,22000,MORTGAGE,1.0,EDUCATION,B,5375,12.21,0.24,N,9,0,0,0.1373783709885385,Low Risk
24,37000,RENT,2.0,PERSONAL,B,7000,9.99,0.19,N,2,0,0,0.08361088404599885,Low Risk
30,85000,RENT,5.0,PERSONAL,A,4200,5.99,0.05,N,10,0,0,0.03055519910510381,Low Risk
29,84000,MORTGAGE,11.0,MEDICAL,A,15000,6.99,0.18,N,7,0,0,0.03477446074388455,Low Risk
23,50000,MORTGAGE,2.0,PERSONAL,B,4000,11.86,0.08,N,3,0,0,0.0906867473056958,Low Risk
24,69996,MORTGAGE,8.0,EDUCATION,A,3000,6.39,0.04,N,3,0,0,0.035427683142781004,Low Risk
29,40000,RENT,7.0,PERSONAL,C,4000,12.53,0.1,N,10,0,0,0.08460174029230427,Low Risk
26,58000,MORTGAGE,10.0,VENTURE,B,5000,10.62,0.09,N,2,0,0,0.029629343737638463,Low Risk
38,84000,MORTGAGE,17.0,HOMEIMPROVEMENT,A,10800,10.99,0.13,N,15,0,0,0.039355402093436014,Low Risk
33,56136,RENT,12.0,VENTURE,E,19000,15.68,0.34,Y,5,1,1,0.9700672478774373,High Risk
22,20400,RENT,4.0,PERSONAL,B,5000,12.42,0.25,N,2,0,0,0.14168734204042382,Low Risk
21,13000,RENT,0.0,DEBTCONSOLIDATION,C,9250,12.53,0.71,N,3,1,1,0.993095558828149,High Risk
27,47000,RENT,3.0,VENTURE,D,25000,15.7,0.53,Y,10,1,1,0.9689712591049708,High Risk
50,36996,RENT,6.0,DEBTCONSOLIDATION,C,3800,12.53,0.1,N,15,0,0,0.11790171682611085,Low Risk
22,59000,OTHER,1.0,DEBTCONSOLIDATION,D,15000,10.99,0.25,Y,2,1,1,0.8502845911966026,High Risk
22,28000,MORTGAGE,6.0,PERSONAL,B,10000,10.99,0.36,N,3,0,0,0.22291852852921126,Low Risk
25,60000,MORTGAGE,8.0,EDUCATION,C,8000,10.99,0.13,N,3,0,0,0.05707426922558909,Low Risk
37,21600,RENT,4.0,MEDICAL,A,6500,8.49,0.3,N,12,0,0,0.13294215414616586,Low Risk
32,89000,RENT,0.0,MEDICAL,A,12000,8.94,0.13,N,6,0,0,0.03891262646274332,Low Risk
23,39000,MORTGAGE,7.0,VENTURE,C,16000,14.26,0.41,N,3,1,0,0.2849229545920879,Low Risk
28,53000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,17050,12.42,0.32,N,7,0,0,0.19548739137011562,Low Risk
26,62004,MORTGAGE,3.0,MEDICAL,B,4000,9.99,0.06,N,2,0,0,0.07563489138777187,Low Risk
25,126000,MORTGAGE,9.0,EDUCATION,A,15000,7.9,0.12,N,3,0,0,0.025282915724226286,Low Risk
33,33600,OWN,3.0,VENTURE,C,9500,12.99,0.28,N,8,0,0,0.027693807612589275,Low Risk
24,43200,RENT,5.0,VENTURE,B,12000,10.36,0.28,N,4,0,0,0.04141764074060755,Low Risk
24,57996,RENT,1.0,HOMEIMPROVEMENT,A,5000,8.0,0.09,N,3,0,0,0.08668364063105916,Low Risk
24,105508,MORTGAGE,8.0,MEDICAL,A,3500,7.66,0.03,N,4,0,0,0.030048947285860682,Low Risk
21,52000,RENT,5.0,EDUCATION,B,1500,11.99,0.03,N,3,0,0,0.08268758460466923,Low Risk
36,40000,OWN,0.0,PERSONAL,A,5000,8.0,0.13,N,16,0,0,0.01195365999564735,Low Risk
24,20000,RENT,0.0,MEDICAL,C,8000,12.41,0.4,Y,4,1,1,0.9708345659740149,High Risk
22,27804,RENT,2.0,MEDICAL,C,3750,13.85,0.13,Y,4,0,0,0.18823321724941586,Low Risk
29,244800,RENT,8.0,MEDICAL,D,8000,14.09,0.03,N,5,1,1,0.5735691796537741,Medium Risk
24,46500,MORTGAGE,0.0,HOMEIMPROVEMENT,C,16000,12.53,0.34,Y,3,0,0,0.21711695893090655,Low Risk
27,65000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,22000,14.09,0.34,Y,6,0,0,0.2869548143593376,Low Risk
27,60000,RENT,4.0,HOMEIMPROVEMENT,A,7200,8.9,0.12,N,7,0,0,0.04603022581556945,Low Risk
26,22406,RENT,5.0,PERSONAL,A,2500,6.76,0.11,N,4,1,0,0.09392679290861455,Low Risk
22,58000,OTHER,3.0,DEBTCONSOLIDATION,C,15000,13.79,0.26,Y,4,0,0,0.13777548493529979,Low Risk
24,64000,MORTGAGE,2.0,DEBTCONSOLIDATION,E,12000,17.56,0.19,Y,4,1,1,0.8818929798135202,High Risk
26,85000,RENT,3.0,HOMEIMPROVEMENT,C,21000,13.92,0.25,N,3,0,0,0.08980995511832801,Low Risk
26,100000,MORTGAGE,10.0,EDUCATION,C,14000,13.11,0.14,Y,2,0,0,0.04706761635359795,Low Risk
26,50000,OWN,10.0,PERSONAL,A,14400,7.49,0.29,N,4,0,0,0.013855317910495503,Low Risk
35,120000,RENT,4.0,VENTURE,B,12000,10.99,0.1,N,5,0,0,0.024144399879898144,Low Risk
27,126000,MORTGAGE,11.0,PERSONAL,A,5500,7.51,0.04,N,9,0,0,0.024962008181637425,Low Risk
25,34800,RENT,9.0,MEDICAL,D,5600,16.77,0.16,N,4,1,1,0.7786379095638489,High Risk
27,25000,OWN,0.0,EDUCATION,B,5000,10.99,0.2,N,7,0,0,0.023302865474503782,Low Risk
21,30000,MORTGAGE,6.0,PERSONAL,A,3000,5.99,0.1,N,4,0,0,0.09311815619875406,Low Risk
24,105000,MORTGAGE,8.0,PERSONAL,A,11000,5.42,0.1,N,3,0,0,0.024773380079777342,Low Risk
34,14400,RENT,4.0,DEBTCONSOLIDATION,C,1500,12.61,0.1,Y,9,0,0,0.370765914769679,Medium Risk
22,26000,RENT,5.0,PERSONAL,D,11200,16.89,0.43,N,3,1,1,0.978589597884891,High Risk
22,99000,MORTGAGE,6.0,VENTURE,A,18000,8.9,0.18,N,3,0,0,0.009990936541544147,Low Risk
24,60000,RENT,4.0,PERSONAL,B,12500,11.49,0.21,N,3,0,0,0.058526422439356185,Low Risk
22,30000,MORTGAGE,1.0,PERSONAL,B,5500,10.99,0.18,N,3,0,0,0.16724860699782493,Low Risk
24,24000,OWN,5.0,VENTURE,A,4200,6.99,0.17,N,3,0,0,0.008690696171481676,Low Risk
28,42000,RENT,1.0,PERSONAL,E,3200,16.32,0.08,Y,8,1,1,0.7740454169141472,High Risk
24,86376,MORTGAGE,2.0,MEDICAL,A,20000,7.29,0.23,N,3,0,0,0.04454240880141983,Low Risk
23,60000,RENT,7.0,PERSONAL,B,15000,10.62,0.25,N,3,1,0,0.051545470972852885,Low Risk
24,84996,OWN,4.0,DEBTCONSOLIDATION,D,8000,15.57,0.09,Y,4,0,0,0.23109300470152758,Low Risk
32,55000,RENT,0.0,PERSONAL,B,8000,10.0,0.15,N,9,0,0,0.07792847996811837,Low Risk
32,46000,RENT,16.0,PERSONAL,B,10000,10.59,0.22,N,7,0,0,0.07356061459901758,Low Risk
30,31000,RENT,1.0,MEDICAL,C,4800,13.43,0.15,Y,5,0,0,0.18910122917645383,Low Risk
22,23000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4800,10.0,0.21,N,4,0,0,0.14356060940835447,Low Risk
23,23148,RENT,0.0,DEBTCONSOLIDATION,B,8000,10.99,0.35,N,4,1,1,0.9679081304114449,High Risk
21,28800,RENT,5.0,MEDICAL,B,8000,9.88,0.28,N,2,0,0,0.17435743986955918,Low Risk
24,45000,OWN,4.0,VENTURE,A,11000,7.49,0.24,N,2,0,0,0.004874993727729159,Low Risk
24,122000,RENT,4.0,EDUCATION,B,15000,11.58,0.12,N,3,0,0,0.04443961728769161,Low Risk
32,250000,MORTGAGE,9.0,VENTURE,D,25000,14.59,0.1,N,7,0,0,0.15186731586116778,Low Risk
25,42000,RENT,9.0,MEDICAL,C,10000,14.27,0.24,N,2,0,0,0.17274020524652528,Low Risk
22,35000,OWN,1.0,EDUCATION,B,8000,12.69,0.23,N,4,0,0,0.01520100419204807,Low Risk
26,29000,RENT,10.0,DEBTCONSOLIDATION,A,9200,7.49,0.32,N,3,1,1,0.9614162437932418,High Risk
30,42000,MORTGAGE,14.0,MEDICAL,A,4500,7.49,0.11,N,7,1,0,0.05459186659976432,Low Risk
26,64000,RENT,8.0,DEBTCONSOLIDATION,B,7500,9.83,0.12,N,3,0,0,0.0794402552375684,Low Risk
30,49641,MORTGAGE,9.0,PERSONAL,C,8400,13.11,0.17,Y,6,0,0,0.09203172900451019,Low Risk
28,25200,RENT,5.0,PERSONAL,D,11500,14.46,0.46,Y,6,1,1,0.9775752868340759,High Risk
38,25000,RENT,1.0,EDUCATION,A,1000,8.0,0.04,N,16,0,0,0.09688584773092966,Low Risk
36,34000,RENT,20.0,VENTURE,D,4000,14.59,0.12,N,11,1,0,0.4872809587764669,Medium Risk
31,60000,MORTGAGE,3.0,VENTURE,A,3600,7.68,0.06,N,9,0,0,0.011115908991226624,Low Risk
30,60000,OWN,7.0,VENTURE,D,6000,14.84,0.1,Y,6,0,0,0.021558228045458743,Low Risk
22,68000,MORTGAGE,6.0,EDUCATION,C,9000,15.27,0.13,N,2,0,0,0.10885755594497241,Low Risk
23,60000,MORTGAGE,4.0,PERSONAL,A,20000,6.54,0.33,N,3,0,0,0.07349224225508683,Low Risk
29,60000,RENT,1.0,HOMEIMPROVEMENT,C,6000,14.79,0.1,N,9,0,0,0.1469422986404632,Low Risk
43,51600,RENT,4.0,VENTURE,B,1500,11.86,0.03,N,12,0,0,0.04677896433826175,Low Risk
32,50000,RENT,0.0,HOMEIMPROVEMENT,A,3775,6.17,0.08,N,8,0,0,0.07967613848267796,Low Risk
26,71004,RENT,0.0,HOMEIMPROVEMENT,D,20000,13.36,0.28,Y,2,1,0,0.44340665560294434,Medium Risk
23,120000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4900,7.14,0.04,N,4,0,0,0.03322570347464479,Low Risk
24,74400,RENT,1.0,MEDICAL,A,3500,7.29,0.05,N,3,0,0,0.04213889901073652,Low Risk
39,108000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12000,6.99,0.11,N,13,1,0,0.027769885719621343,Low Risk
24,52000,MORTGAGE,8.0,EDUCATION,A,3000,7.66,0.06,N,4,0,0,0.0450892044701376,Low Risk
23,65000,MORTGAGE,7.0,VENTURE,A,6250,6.76,0.1,N,2,0,0,0.01338065658801569,Low Risk
22,34000,RENT,0.0,EDUCATION,D,16000,13.24,0.47,N,3,1,1,0.9882656489851147,High Risk
25,98000,MORTGAGE,2.0,PERSONAL,A,6400,9.63,0.07,N,4,0,0,0.026229928612880416,Low Risk
27,35000,RENT,1.0,VENTURE,A,3500,8.59,0.1,N,6,0,0,0.0318797583573139,Low Risk
30,70000,MORTGAGE,9.0,MEDICAL,A,7000,8.9,0.1,N,9,0,0,0.04221996003737901,Low Risk
29,42000,MORTGAGE,6.0,EDUCATION,A,5500,7.66,0.13,N,10,1,0,0.04695936200647752,Low Risk
25,31200,RENT,2.0,EDUCATION,A,7000,7.88,0.22,N,2,0,0,0.11235123964956216,Low Risk
44,80000,MORTGAGE,28.0,HOMEIMPROVEMENT,D,25000,15.33,0.31,N,11,0,0,0.2542933775876312,Low Risk
24,35000,RENT,1.0,VENTURE,A,12000,6.54,0.34,N,2,1,1,0.9410009618553449,High Risk
33,31500,RENT,16.0,MEDICAL,A,7200,5.79,0.23,N,6,0,0,0.11099323030927834,Low Risk
48,30000,RENT,0.0,DEBTCONSOLIDATION,B,6000,12.42,0.2,N,12,1,0,0.17263088862493778,Low Risk
30,93000,MORTGAGE,11.0,HOMEIMPROVEMENT,C,18000,15.23,0.19,N,9,0,0,0.08266730749004417,Low Risk
41,24000,MORTGAGE,5.0,MEDICAL,A,1500,10.99,0.06,N,15,0,0,0.10065618650771116,Low Risk
24,54996,RENT,2.0,HOMEIMPROVEMENT,B,23600,11.89,0.43,N,4,1,1,0.9792493144472432,High Risk
27,40000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,14675,12.69,0.37,N,10,0,0,0.17647487925142283,Low Risk
26,58000,MORTGAGE,2.0,PERSONAL,A,3000,6.92,0.05,N,4,0,0,0.0459416667473282,Low Risk
24,38400,RENT,8.0,VENTURE,A,4200,6.76,0.11,N,4,0,0,0.02298461497624296,Low Risk
27,104000,RENT,8.0,HOMEIMPROVEMENT,A,12800,7.29,0.12,N,5,0,0,0.031188990129174473,Low Risk
28,73200,RENT,2.0,PERSONAL,A,12000,8.9,0.16,N,10,0,0,0.04052133860671498,Low Risk
35,42000,MORTGAGE,4.0,EDUCATION,C,5000,14.17,0.12,N,8,1,0,0.12507016772706053,Low Risk
23,26000,MORTGAGE,7.0,MEDICAL,A,5000,7.91,0.19,N,2,0,0,0.10713905583548797,Low Risk
25,49000,RENT,5.0,MEDICAL,B,15000,12.18,0.31,N,4,1,1,0.9747479982802449,High Risk
24,29232,MORTGAGE,1.0,PERSONAL,B,11000,11.71,0.38,N,4,1,0,0.23640580799362892,Low Risk
32,55000,MORTGAGE,14.0,HOMEIMPROVEMENT,B,16000,10.59,0.29,N,7,1,0,0.11664484680119426,Low Risk
23,16800,RENT,7.0,EDUCATION,A,6625,6.03,0.39,N,3,1,1,0.9963821812993665,High Risk
29,103000,MORTGAGE,13.0,MEDICAL,A,4500,7.29,0.04,N,6,0,0,0.029659833177025526,Low Risk
28,56000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,15000,7.49,0.27,N,9,0,0,0.05775112515287457,Low Risk
25,57424,RENT,2.0,MEDICAL,D,12000,15.31,0.18,N,4,1,1,0.8744969223762781,High Risk
24,56004,RENT,2.0,MEDICAL,C,14000,12.61,0.25,N,2,0,0,0.11842027728132212,Low Risk
26,75000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,10000,8.94,0.13,N,2,0,0,0.044006365037237774,Low Risk
25,96000,RENT,1.0,HOMEIMPROVEMENT,B,12000,9.99,0.13,N,4,0,0,0.04996014901173538,Low Risk
30,46044,RENT,4.0,MEDICAL,B,5000,10.99,0.11,N,9,0,0,0.10589701624248973,Low Risk
26,64000,RENT,8.0,EDUCATION,B,7500,9.83,0.12,N,4,0,0,0.060215363110864846,Low Risk
26,25000,MORTGAGE,1.0,VENTURE,C,12000,12.09,0.48,N,2,1,0,0.2372460691646828,Low Risk
25,24000,RENT,0.0,VENTURE,E,7000,16.45,0.29,Y,2,1,1,0.8035087919711866,High Risk
44,38400,MORTGAGE,9.0,HOMEIMPROVEMENT,A,2500,10.99,0.07,N,17,0,0,0.11925679670952043,Low Risk
24,40500,MORTGAGE,8.0,DEBTCONSOLIDATION,B,8500,10.99,0.21,N,3,1,0,0.10665531925778764,Low Risk
35,78000,MORTGAGE,9.0,PERSONAL,A,10000,6.54,0.13,N,5,0,0,0.042986229651653156,Low Risk
24,130000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,25000,11.83,0.19,N,3,0,0,0.08705373558704012,Low Risk
29,59000,RENT,3.0,EDUCATION,A,6000,7.88,0.1,N,8,0,0,0.08486630167893781,Low Risk
23,75000,RENT,5.0,DEBTCONSOLIDATION,B,8000,10.74,0.11,N,3,0,0,0.07253239364462555,Low Risk
28,52000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,13600,7.88,0.26,N,5,0,0,0.05465680600437341,Low Risk
24,87000,MORTGAGE,6.0,PERSONAL,B,6000,10.65,0.07,N,4,0,0,0.044125212109331735,Low Risk
25,95000,RENT,4.0,DEBTCONSOLIDATION,B,2400,9.25,0.03,N,2,0,0,0.058886561024106374,Low Risk
22,43000,OWN,2.0,VENTURE,B,22800,12.69,0.53,N,2,0,0,0.024394500173146455,Low Risk
24,42000,RENT,2.0,HOMEIMPROVEMENT,D,6000,14.96,0.14,Y,3,1,1,0.7874815226180802,High Risk
21,87500,MORTGAGE,5.0,EDUCATION,C,25000,13.98,0.29,Y,3,0,0,0.07835854391094814,Low Risk
27,238000,RENT,11.0,HOMEIMPROVEMENT,D,12000,17.27,0.05,N,7,1,0,0.35548357497372596,Medium Risk
22,68000,MORTGAGE,6.0,EDUCATION,A,16000,7.9,0.24,N,3,0,0,0.03715602975746529,Low Risk
62,66000,RENT,2.0,EDUCATION,B,6000,10.99,0.09,N,23,0,0,0.07099248877177716,Low Risk
29,65000,RENT,5.0,VENTURE,B,15000,11.83,0.23,N,9,0,0,0.03923956846850101,Low Risk
24,140000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,20000,6.54,0.14,N,4,0,0,0.03273044464967874,Low Risk
23,72000,RENT,5.0,DEBTCONSOLIDATION,D,3000,16.89,0.04,Y,4,1,1,0.8255974163855192,High Risk
30,110000,OWN,14.0,PERSONAL,C,12000,13.57,0.11,Y,10,0,0,0.010858410484789104,Low Risk
43,75000,RENT,0.0,HOMEIMPROVEMENT,A,12000,7.9,0.16,N,16,0,0,0.05452715218409085,Low Risk
40,52000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15250,11.86,0.29,N,12,0,0,0.1164797769890583,Low Risk
24,45000,RENT,1.0,DEBTCONSOLIDATION,B,3000,9.99,0.07,N,4,0,0,0.08701715342094782,Low Risk
25,53600,RENT,1.0,EDUCATION,A,7300,8.0,0.14,N,4,0,0,0.04931904909279962,Low Risk
25,60000,MORTGAGE,2.0,PERSONAL,B,6900,9.99,0.12,N,3,0,0,0.0494302642283365,Low Risk
34,69204,RENT,4.0,PERSONAL,B,10000,12.18,0.14,N,6,0,0,0.07068933525400259,Low Risk
23,56000,MORTGAGE,7.0,PERSONAL,B,4500,11.83,0.08,N,4,0,0,0.0857391806711395,Low Risk
22,24000,RENT,0.0,EDUCATION,E,1500,18.79,0.06,Y,3,1,1,0.8115569348788574,High Risk
30,35004,MORTGAGE,3.0,HOMEIMPROVEMENT,B,9500,11.99,0.27,N,8,0,0,0.1473929657593251,Low Risk
28,49000,RENT,2.0,VENTURE,C,3600,13.98,0.07,Y,9,1,0,0.13170823108422214,Low Risk
26,45000,MORTGAGE,2.0,VENTURE,B,12000,10.99,0.27,N,3,0,0,0.05521413762278332,Low Risk
27,60000,RENT,2.0,HOMEIMPROVEMENT,D,5000,15.21,0.08,Y,9,1,1,0.6339059029587443,High Risk
37,49000,RENT,2.0,DEBTCONSOLIDATION,C,3000,10.99,0.06,Y,14,1,0,0.117225413102241,Low Risk
29,140000,RENT,3.0,PERSONAL,B,20000,10.0,0.14,N,9,0,0,0.053649638397638394,Low Risk
25,96000,OWN,0.0,EDUCATION,B,4000,9.88,0.04,N,3,0,0,0.009974981621977332,Low Risk
33,36500,MORTGAGE,4.0,PERSONAL,A,8500,10.99,0.23,N,8,0,0,0.06567940169241315,Low Risk
28,84000,OWN,12.0,VENTURE,D,25000,15.62,0.3,Y,5,0,0,0.033175019551990675,Low Risk
35,31732,MORTGAGE,0.0,DEBTCONSOLIDATION,C,8000,13.92,0.25,N,5,1,0,0.19560388165125975,Low Risk
22,30400,MORTGAGE,2.0,VENTURE,C,9950,15.27,0.33,N,4,1,0,0.47124544105534183,Medium Risk
24,78300,RENT,2.0,VENTURE,A,7000,6.03,0.09,N,3,0,0,0.026021346836092057,Low Risk
33,35000,RENT,5.0,MEDICAL,B,11200,10.36,0.32,N,9,1,1,0.9694244579606932,High Risk
27,39996,OWN,1.0,HOMEIMPROVEMENT,B,8000,12.53,0.2,N,5,0,0,0.020735292490574292,Low Risk
30,51000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,6600,6.92,0.13,N,9,0,0,0.0710837062735364,Low Risk
23,71004,OWN,1.0,EDUCATION,C,15000,13.47,0.21,Y,3,0,0,0.015221699891998357,Low Risk
22,67000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,8800,7.51,0.13,N,2,0,0,0.043324603385397016,Low Risk
26,33189,RENT,4.0,EDUCATION,B,3000,11.12,0.09,N,2,0,0,0.13561538217574484,Low Risk
43,46000,RENT,2.0,MEDICAL,D,13000,15.7,0.28,Y,15,1,1,0.8803599425774579,High Risk
27,120000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,15000,13.49,0.13,Y,6,0,0,0.08157684050018903,Low Risk
24,46180,RENT,1.0,VENTURE,C,2500,13.98,0.05,Y,3,1,0,0.13170823108422214,Low Risk
27,35000,RENT,1.0,VENTURE,B,8000,12.21,0.23,N,8,0,0,0.06596925591802472,Low Risk
23,50000,RENT,6.0,EDUCATION,C,3000,10.99,0.06,Y,2,0,0,0.0883038955756611,Low Risk
24,57996,RENT,8.0,MEDICAL,D,2000,15.37,0.03,N,4,1,1,0.7620847119271771,High Risk
39,61766,MORTGAGE,4.0,EDUCATION,A,5500,7.14,0.09,N,15,0,0,0.03587972975580539,Low Risk
23,45000,MORTGAGE,1.0,MEDICAL,B,10000,12.21,0.22,N,2,0,0,0.11115597931478942,Low Risk
32,307000,OWN,10.0,VENTURE,C,11000,14.26,0.04,Y,10,0,0,0.012730156941889557,Low Risk
25,40000,RENT,2.0,DEBTCONSOLIDATION,A,7000,8.94,0.17,N,3,0,0,0.052511833732638374,Low Risk
28,54080,MORTGAGE,7.0,HOMEIMPROVEMENT,B,13750,11.14,0.25,N,7,0,0,0.12643014588167967,Low Risk
42,22000,RENT,4.0,DEBTCONSOLIDATION,A,1000,7.29,0.05,N,13,0,0,0.09224640883442199,Low Risk
37,51000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,12800,12.84,0.25,N,12,0,0,0.11515444371188996,Low Risk
36,40000,MORTGAGE,2.0,EDUCATION,A,6000,10.99,0.15,N,15,0,0,0.05181860559057633,Low Risk
23,35000,RENT,2.0,HOMEIMPROVEMENT,B,4000,12.18,0.11,N,4,1,0,0.4530529504030153,Medium Risk
23,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,7000,12.99,0.12,N,4,0,0,0.08522554975629938,Low Risk
22,29004,MORTGAGE,3.0,VENTURE,B,5000,9.25,0.17,N,4,0,0,0.06557653490720713,Low Risk
26,100000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,12000,5.99,0.12,N,2,0,0,0.03302344451737036,Low Risk
23,30000,RENT,1.0,DEBTCONSOLIDATION,A,1500,7.51,0.05,N,3,0,0,0.10669981855259515,Low Risk
21,65000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,2200,12.42,0.03,N,3,0,0,0.09522250657311342,Low Risk
26,38400,RENT,8.0,VENTURE,D,9100,15.37,0.24,Y,2,0,0,0.3755128664680228,Medium Risk
28,80000,RENT,9.0,PERSONAL,B,18000,11.49,0.23,N,6,0,0,0.049133544500953745,Low Risk
32,101000,RENT,0.0,EDUCATION,D,15000,17.58,0.15,N,8,1,0,0.4581369747603049,Medium Risk
24,50000,MORTGAGE,2.0,PERSONAL,A,6000,7.51,0.12,N,3,0,0,0.04446808858014854,Low Risk
24,100000,MORTGAGE,8.0,VENTURE,F,30000,18.62,0.3,Y,2,0,0,0.2696381788630028,Low Risk
35,38000,MORTGAGE,2.0,MEDICAL,B,15000,10.99,0.39,N,5,0,0,0.1931761608960162,Low Risk
26,100000,RENT,0.0,PERSONAL,A,13500,7.14,0.14,N,3,0,0,0.02730051960502908,Low Risk
24,50000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,5000,10.0,0.1,N,4,0,0,0.08410045384982948,Low Risk
29,61656,RENT,4.0,VENTURE,A,15000,6.91,0.24,N,10,0,0,0.017646483470664564,Low Risk
30,32000,RENT,3.0,HOMEIMPROVEMENT,C,8400,13.98,0.26,N,9,1,1,0.6387804042314955,High Risk
26,12000,OWN,6.0,EDUCATION,B,2500,9.99,0.21,N,3,1,1,0.8456968298009524,High Risk
25,45996,OWN,0.0,HOMEIMPROVEMENT,A,3850,10.99,0.08,N,2,0,0,0.020495073871492728,Low Risk
29,52000,RENT,2.0,HOMEIMPROVEMENT,D,11000,15.62,0.21,Y,10,1,1,0.7841428213677953,High Risk
38,35000,RENT,0.0,PERSONAL,B,5600,11.11,0.16,N,11,0,0,0.0968500118482029,Low Risk
32,40000,MORTGAGE,12.0,EDUCATION,B,9000,10.59,0.23,N,7,0,0,0.060350002303932664,Low Risk
36,100671,MORTGAGE,6.0,MEDICAL,B,12000,10.99,0.12,N,14,0,0,0.05783236971124462,Low Risk
27,48000,OWN,2.0,VENTURE,C,14000,10.99,0.29,N,8,0,0,0.018046566015995778,Low Risk
22,95000,RENT,0.0,EDUCATION,A,5750,10.99,0.06,N,3,0,0,0.031065031591290194,Low Risk
23,79200,MORTGAGE,6.0,EDUCATION,A,8000,7.88,0.1,N,4,0,0,0.04205885001095877,Low Risk
41,24000,RENT,24.0,PERSONAL,A,2000,7.75,0.08,N,17,1,0,0.3221852972843445,Medium Risk
24,38000,RENT,8.0,MEDICAL,C,5000,13.99,0.13,N,4,0,0,0.16455669906126236,Low Risk
29,100000,RENT,7.0,HOMEIMPROVEMENT,B,4000,10.99,0.04,N,7,0,0,0.05528967597720835,Low Risk
40,148350,MORTGAGE,11.0,VENTURE,A,5000,6.03,0.03,N,11,0,0,0.009301341454936591,Low Risk
45,30000,MORTGAGE,5.0,MEDICAL,C,1000,15.23,0.03,Y,11,0,0,0.25829784772235637,Low Risk
22,85000,MORTGAGE,6.0,PERSONAL,A,12500,10.99,0.15,N,2,0,0,0.033784339338270755,Low Risk
28,30000,RENT,3.0,DEBTCONSOLIDATION,D,5600,14.84,0.19,Y,10,1,1,0.8844518127797338,High Risk
